A,B,C
7.43745886,5.972009208,4.416640509
2.406758609,2.384567842,1.113729967
1.311165316,2.53108748,1.257517634
1.668688121,3.285299334,0.618370422
6.119046563,0.848088065,4.784062048
1.762527344,2.673335384,1.88272712
-0.467525266,8.164760841,7.050887702
8.260906418,4.999109139,3.739221615
7.261413403,4.918652316,2.219301398
1.587251402,2.839307079,1.206465727
4.779783297,1.503445868,2.05168633
7.725849925,5.702847307,1.873990644
7.617001103,7.0046049,2.284314158
5.127917977,1.548818401,1.808567639
2.544475298,3.03214001,0.461127611
7.143932187,4.779579863,2.446473544
6.645634549,5.921328299,2.209127114
5.996755529,1.725742246,1.638672764
1.783390509,7.748461114,6.402489805
1.890383164,8.575205016,7.500665721
-0.087245939,6.914174871,7.679373283
1.530060107,2.743066541,0.470393239
2.117807279,3.385432597,0.260706877
4.563198235,1.890262135,2.824925851
7.858442218,5.361362204,1.896544618
5.110015952,1.99081409,2.3475749
5.889811681,-0.31594707,6.309675623
3.089538722,6.392338973,7.184740579
4.26563584,2.020450081,1.538016061
5.455493096,1.65409376,0.445374625
7.456065394,0.203620031,4.858955926
1.0239561,2.924107452,1.294158603
5.075134702,1.742356675,2.073378502
-0.773032468,9.261921501,6.094267699
2.010501921,3.340976486,0.844866622
4.767093909,2.102249733,2.096344389
7.082923686,6.242108372,2.39657932
0.589185712,6.894295332,6.78507897
6.543537778,0.237256874,4.450666664
7.658495144,5.1903165,1.676114663
9.084510287,6.330747923,4.50143665
0.641659848,7.352458194,7.744191971
6.327967593,0.914103746,5.065360662
1.076851883,7.775144018,6.349997419
5.741655905,2.654786072,2.365482873
8.834555164,0.221623082,6.024924067
8.101113808,0.673936102,4.894413602
2.775310893,6.806363168,7.919154174
6.787404708,7.238004161,4.436702138
7.401189469,-0.250106544,4.748259229
2.099529848,2.699891561,1.034901042
2.271280022,2.768291154,0.767135123
0.749953485,8.288693629,7.260321839
4.73752502,2.433428815,1.776300109
0.704519682,8.696954405,6.66618051
6.738886274,7.18123228,4.104073083
4.672253331,2.235082403,1.112653059
1.725095787,8.516178287,6.358518405
2.250458594,2.511222378,1.049666153
8.100461163,5.861542541,3.012463238
6.562958227,0.87083225,4.576678735
2.41093238,7.901411868,7.018849623
5.508453006,1.678803088,1.945680031
4.933264363,1.457655415,1.558682034
1.425887206,8.019147777,6.358513091
2.415167908,2.571958087,1.035783119
-1.940388635,8.655900777,7.194736195
7.700143354,6.568767975,3.355410649
6.027025088,1.176859314,1.031863161
0.07048914,6.503470745,6.349976066
7.183013746,6.566685158,3.195040571
2.725571804,3.479635413,2.076591229
2.638832448,2.704214306,1.273548691
7.847454079,6.173946299,3.696054185
5.886518049,1.314986532,1.883804324
5.585118578,2.300656502,2.11374897
1.668741656,6.908299124,6.612900298
5.504372016,2.328040141,1.85664074
5.773851652,2.403908811,1.91692641
8.605590893,5.262267741,3.695684736
2.822483857,2.87548198,1.288278482
2.135228413,2.974880945,0.880525977
0.521162544,7.137224236,7.693478912
1.501782736,9.117398816,8.44849923
2.311424966,2.466189785,0.928810257
0.512771436,7.324291921,7.034152417
0.679332374,9.795211356,7.230070759
7.558221565,6.506345454,3.162338417
2.571877022,3.169248204,0.792356043
6.334456474,7.357165095,3.168813974
6.955532798,1.866206694,4.679888841
7.575202436,5.501487579,2.555618305
5.98598601,0.790226346,4.964856768
6.616211844,1.583333738,4.226596045
7.270426322,0.856870145,6.228832989
1.495956845,2.064604039,0.824243258
6.333657078,1.054236363,5.180426778
0.682284903,9.281643795,7.557691061
2.197226071,2.78950776,1.144887428
7.818712995,0.839426479,4.969566135
6.422212629,3.064366098,5.871275707
7.861612159,2.179509995,5.394016602
5.781044774,2.936906718,2.019202489
6.932779604,5.518905885,3.255825547
1.700303677,1.938052138,0.737122489
7.505093754,0.838393538,6.017282464
3.030373962,3.877670421,0.875517926
2.440819878,2.996013679,1.739972069
-0.003957372,8.207267329,7.069344337
8.91901256,4.608228977,2.710047247
2.107046872,2.377130611,1.086590463
1.339771693,3.260970783,1.148492337
8.824226763,6.191031327,2.792766283
6.732877741,6.608331725,3.628640127
1.865296583,3.358771128,1.751178526
7.761949197,7.100565451,2.87995553
7.963531187,6.194671559,2.807011154
6.995435079,1.419156073,5.467838342
1.748262173,2.224668284,1.034281487
5.503094465,2.049097615,1.940666208
2.200855861,3.345071996,0.799389764
7.244860017,0.297161782,4.933175027
1.287124165,7.387562625,7.361503525
7.716596682,1.174516017,5.731561932
8.839642172,5.571811831,4.053915253
5.736601395,1.274215389,3.003543432
0.87245088,9.51115493,5.54882431
5.717978892,1.634130257,1.9195897
5.443286289,2.36922049,1.438736779
2.515499761,3.46564006,0.580391238
6.725605013,6.35237979,2.984289761
7.120287538,1.387275854,4.177083776
4.986279163,1.400418661,1.697135047
7.322430921,5.20688612,1.277287909
7.101421483,1.01673213,4.754010035
2.104431798,2.020164938,0.335906976
4.636571046,2.445257223,2.179575548
8.553146163,0.888668353,5.206937142
8.414127216,5.419404949,3.149413412
6.53255431,1.20453491,4.868869687
9.832754058,4.888342027,1.683681002
2.03704739,3.814307773,0.309949271
1.198948147,8.436738552,7.404294755
5.001827612,2.262162902,2.714387765
5.664248402,1.927771302,0.696398272
2.114321695,8.715381315,7.718185726
8.451127296,6.475803473,3.682732447
5.542360905,0.582240539,1.394161577
2.120981136,2.043359878,0.137541084
6.095416113,1.482795464,4.647917661
2.410951252,3.043523534,0.850496325
7.815252376,6.556965092,4.479164876
4.498791768,3.287089477,1.287440949
6.451364034,0.516621263,4.358665659
6.139929161,1.920419752,1.415282417
1.022465893,8.547119115,5.819187185
1.718856235,2.49358444,1.157123666
2.726767039,2.867671583,2.360084583
2.360658596,6.691179601,3.980487844
8.326602205,4.637933117,3.82332451
4.650991452,1.391145962,1.610433473
1.88688739,7.579238206,4.395786143
7.652403018,5.752662301,3.177707017
1.343787882,7.951347648,7.032796995
4.776675934,2.653249172,3.130751784
6.133636304,1.608409245,5.621103586
1.521122428,8.645215586,7.555604466
4.871934277,2.894435682,2.089200474
2.325695626,2.842365378,1.37948461
7.969892238,6.882641506,3.091382119
4.978615111,1.03092091,2.698843613
7.935426736,6.062908152,1.401439452
1.676713558,2.459225998,1.843570818
-0.100154233,8.439501231,7.778936504
4.528406324,1.201260228,0.898276776
4.894468513,2.073922884,2.330891226
5.559554499,1.14898056,0.943514713
8.69870154,1.303071878,4.035667749
2.269455022,2.481376923,0.904830661
0.80509172,9.133770097,7.593556722
-1.135674214,11.13774853,8.056056809
-0.513714393,6.196860324,5.415864057
5.2572899,2.415863364,2.105864933
1.683569323,6.634044289,8.211943985
1.262561329,8.193589911,7.850897962
2.125434784,6.810588107,8.642672953
1.88711185,3.033764102,0.287625907
8.377174686,7.505619597,4.076336037
1.708214423,8.233216131,7.953136634
0.0264538,8.476357769,7.505470159
1.401896688,3.406262911,1.678120014
9.274549301,5.591027459,2.208316144
8.047704296,5.482450578,3.558578651
4.568955641,2.536954626,1.823030193
5.085030148,3.391597724,2.235990704
0.549810735,8.000527959,7.601206749
5.236802918,1.282470163,2.266761601
2.00920919,3.838218656,1.163463687
-0.725806729,7.322435348,8.194109403
6.804725949,0.804167882,5.553260327
7.488830602,4.941528165,4.313612128
1.993876614,2.551372814,1.037902279
-0.143726207,8.108559706,6.966770009
4.788100224,2.203090306,1.822759154
7.265078443,5.196687387,2.385761948
5.006211572,1.212898261,1.360931802
7.529752076,1.428728156,4.28832181
5.445276495,2.045260183,1.038820513
7.600915782,?,5.026766596
4.844657016,2.352016281,1.715057806
4.731606863,2.768609817,2.040713306
9.332379556,6.811496052,1.527300615
-0.239258395,8.05993263,7.277376938
6.036178311,1.760218289,2.134810835
-0.220712426,7.491859802,6.852219681
7.697599357,0.673453235,5.448335857
1.30047436,8.622207144,5.861166882
1.719757942,6.706727042,6.043563623
0.451275092,8.092844901,7.159856392
4.734030649,1.469118372,1.896232364
0.108807775,5.848184599,6.280846681
6.13723368,1.386609956,5.437941654
-0.363174005,8.189706168,6.338017822
5.49065978,2.834124529,2.334686184
